gene	WT5_N	WT6_N	WT7_N	WT8_N	Wt11N	Wt13N	Wt14N	Wt17N	Wt19N	Wt20N	Wt0O	WT1_O	WT2_O	WT3_O	WT4_O
K00042	6.015106962411025	6.6390057216845655	7.238017217665068	6.986123882867938	6.147777232942971	9.068750875802257	6.096909855868034	7.188085233745042	6.304951554605592	6.173640317645221	5.785092356581034	3.8297140859010046	5.854681388067103	5.596110639732671	5.90350878840597
K00046	4.812085569928819	3.604031677485907	3.3777413682436985	2.9195741600045113	3.7172606524771457	2.6328631574909775	1.9399258632307383	2.236293183831791	3.289539941533352	4.703725956301121	3.599613021872644	1.7020951492893355	1.8586290120847946	2.722432203113191	1.68671679668742
K00048	19.248342279715278	15.933613732042957	13.510965472974794	12.721001697162514	13.725270101454077	11.701614033293234	12.748084244087709	9.58411364499339	13.432288094594522	13.229229252096903	11.827299929010115	8.510475746446676	10.594185368883329	10.435990111933899	6.74686718674968
K00052	197.29550836708162	212.6378689716685	163.09665463805288	180.80505690885082	244.76731680926437	255.68026662745717	244.15352650089721	232.8939615733394	223.96284435272906	300.4504954587341	627.8753571009283	515.7348302346686	491.97909949884513	522.1019980637075	515.2919813880068
K00053	1227.8036331673384	341.0552082168242	914.1615745910981	896.7263491442427	543.8638277701178	204.7782455826316	315.6536511742587	314.0394571009501	536.1950104699364	468.902681268768	3929.2347285898386	4184.175400740509	3981.7409325892554	4167.43871803227	3905.0867276907147
K00057	156.1521767441902	156.11147739846848	162.85538739746403	149.10682317165896	171.27993314106234	177.2794526043925	198.14957031571112	190.08492062570224	177.36102851433992	172.56794602179738	230.63234861569725	209.1449414689271	245.89661829881834	225.65938039138229	233.44160466153892
K00058	3357.632706417834	2837.511045447983	2837.061482084118	2985.8902016388993	3010.409242252261	4163.1417326949	3494.637876477087	3268.182752942746	3458.6771201938586	4088.7137875147496	3036.273583949575	2650.3749093371566	2463.9844813208124	2677.360825528317	2615.92907998252
K00059	785.8135735693762	773.5390095151331	820.5498852426299	876.4978710356401	865.8357889000613	832.862378819646	892.6430293523155	831.5815939305932	806.2114140041324	823.4460252249651	864.6784708969786	1131.8932742774082	1036.55740003969	1153.5550229524615	1108.678950462641
K00060	117.4148879062632	126.14110871200674	114.36067203910808	117.82567145732492	138.96835977722253	136.6163438386985	120.82966805265741	134.81653193957368	120.06820786596735	143.75762453945302	84.33379079815909	78.93466254829293	90.88695869094646	81.21922739287686	77.9263160069588
K00065	9.142962582864758	8.346178621546311	8.926887901786918	9.17580450287132	10.293952576090557	8.776210524969926	7.759703452922953	8.945172735327164	6.579079883066704	12.935246379828083	9.5132629863777	8.29771385278551	6.8769273447137405	7.259819208301843	7.252882225755906
K00067	115.73065795678812	110.58686673548861	138.00486161681397	121.7879506744739	100.93792387111019	132.22823857621356	116.94981632619594	101.59160463692994	117.87518123827846	147.57940187894766	128.81472313987103	136.16761194314682	141.99925652327832	133.24793171904008	135.27468709433109
K00068	13.955048152793577	8.535864499308726	11.339560307675274	13.555165742878089	12.867440720113198	12.871775436622558	8.036835719098773	9.58411364499339	6.304951554605592	9.701434784871063	8.999032554681609	5.319047341529173	5.575887036254384	6.806080507782977	5.734837108737228
K00073	1.684229949475087	1.138115266574497	1.6888706841218493	1.4597870800022557	1.7156587626817597	1.1701614033293235	3.6027194602856567	2.555763638664904	1.9188982992277888	2.3518629781505607	1.799806510936322	2.127618936611669	1.6727661108763152	1.0587236345440187	1.518045117018678
K00074	2.646647063460851	1.327801144336913	4.342810330599041	1.6683280914311494	2.2875450169090126	3.51048420998797	1.9399258632307383	2.236293183831791	3.289539941533352	5.291691700838761	3.599613021872644	2.76590461759517	2.6020806169187125	3.1761709036320562	2.867418554368614
K00075	107.55011248790912	102.05100223617988	78.89438767254924	90.92388098299764	75.77492868511105	105.60706665047144	111.96143553503119	90.7296091726041	105.53940645752839	112.59544007895809	110.55954281465978	108.50856576719514	107.24289399729265	104.51114735284527	120.60025096315053
K00076	882.0552849679526	802.9403205683076	750.8236527124565	977.6402615786535	954.192215178172	963.3353752908655	695.0477235689559	1034.4453327496199	756.8683148811322	1049.5188539996877	505.4885143572584	440.6298817722767	464.4713901199902	470.0732937375443	497.41278334312017
K00077	68.0910108144928	60.32010912844834	62.00568083133075	57.14023713151686	58.0464548040662	62.6036350781188	64.571818018966	57.50468186996034	57.566948976833665	69.08597498317272	62.47899745107517	73.4028533131026	70.07031375559676	71.38822221496812	63.25187987577825
K00087	13.233235317304255	11.570838543507385	10.615758585908766	12.929542708591407	9.722066321863304	9.653831577466917	10.53102611468115	11.181465919158954	4.934309912300028	6.4676231899140415	9.770378202225748	5.53180923519034	8.735556356798535	6.503588040770401	8.4335839834371
K00088	529.3294126921702	595.6136561739867	514.6230241759864	513.6365111493651	653.3800454546367	903.9496840719023	921.7419173007765	772.1600893316341	835.2690168210104	1011.5950634770098	562.3109770596766	508.9264496375113	511.308841224527	475.8206506107833	529.9664175191873
K00090	198.9797383165567	200.11860103934904	225.5848699505613	208.74955244032256	257.9207006564912	271.47744557240304	223.64573880388656	273.4667093371447	252.7463188411459	279.57771152764786	314.7090241980083	291.69655620945986	265.59808582691716	257.57233566120914	270.3807025089934
K00094	319.7630861217701	273.33734985564166	316.54261965255233	285.28410363472653	283.08369584249033	239.8830876825113	271.8667531184792	187.84862744187046	201.21019309045673	245.47569834446475	97.96089723810552	104.04056600031063	118.95225677342685	104.2086548858327	105.92581483196997
K00097	110.67796810836285	93.70482361463358	110.50039618968671	115.1146383087493	110.37404706585987	112.04295436878272	119.1668744556025	124.91294783974719	130.48508434748965	95.2504506150977	102.3318559075223	98.08323297779796	99.99424085016194	113.13218266270371	107.44385994898865
K00098	3.368459898950174	3.604031677485907	4.584077571187876	4.58790225143566	3.4313175253635193	1.1701614033293235	3.325587194109837	0.9584113644993391	2.1930266276889014	2.3518629781505607	1.28557607924023	1.7020951492893355	2.416217715710233	1.5124623350628839	2.192731835693646
K00099	33.68459898950174	36.4196885303839	45.59950847128993	39.83133318291869	39.7460946687941	35.982463152376695	38.24425273226313	41.531159128304694	41.941634254550245	39.393704884021886	28.79690417498115	30.42495079354687	27.87943518127192	30.70298540177654	30.698245699711045
K00101	5.293294126921702	9.104922132595975	6.272948255309726	9.592886525729108	6.862635050727039	9.653831577466917	6.096909855868034	10.54252500949273	6.030823226144479	5.8796574453764014	22.36902377878	27.871808069612868	23.046999749851455	24.955628528537584	20.915288278924006
K00104	4.812085569928819	5.690576332872484	5.549146533543219	5.004984274293448	6.290748796499785	8.191129823305264	4.156983992637296	4.1531159128304695	2.467154956150014	4.997708828569941	4.628073885264827	5.106285447868006	4.646572530211986	4.3861407716823635	4.554135351056034
K00108	7.458732633389671	8.535864499308726	7.479284458253904	9.801427537158002	12.867440720113198	18.137501751604514	13.302348776439349	11.820406828825181	9.320363167677831	10.583383401677523	23.14036942632414	16.59542770557102	17.28524981238859	22.081950091918106	20.0719298805803
K00111	6.977524076396789	8.820393315952352	10.012590484436677	9.17580450287132	9.293151631192863	8.62994034955376	7.759703452922953	11.500936373992069	7.538529032680598	6.908597498317272	8.741917338833563	8.404094799616093	8.456762004985816	6.427964924017256	7.168546385921535
K00112	1.2030213924822049	2.46591641091141	0.9650689623553425	1.6683280914311494	2.859431271136266	0.8776210524969925	1.3856613308790988	2.555763638664904	1.644769970766676	2.0578801058817406	2.57115215848046	1.0638094683058346	1.3010403084593563	2.1174472690880375	1.349373437349936
K00113	3.609064177446615	3.0349740441986586	3.619008608832534	4.170820228577873	2.859431271136266	4.388105262484963	5.542645323516395	5.111527277329808	3.289539941533352	2.3518629781505607	1.028460863392184	2.3403808302728364	3.5313951229611096	4.234894538176075	2.867418554368614
K00116	11.308401089332726	25.03853586463893	22.67912061535055	19.602855074316004	18.58630326238573	51.48710174649023	21.33918449553812	30.66916366397885	32.89539941533352	46.15531094620475	73.2778365166931	61.06266348075491	65.98132992901022	65.48961910822287	68.3120302658405
K00117	69.77524076396789	134.1079155780282	106.15758585908767	113.02922819446037	119.52422713349591	258.6056701357805	128.31223923940456	163.24940241972075	165.02525373358984	206.6699592049805	224.46158343534415	162.55008675713154	212.25543318008354	181.34423397403978	190.09298298667224
K00121	113.08401089332726	144.73032473272352	98.9195686414226	85.08473266298861	86.92671064254249	96.24577542383685	89.23658970861396	88.17384553393919	98.96032657446167	105.5398511445064	69.42110827897241	94.67904267921928	127.87367603143387	122.96318784061246	120.60025096315053
K00123	130.8887275020639	203.53294683907254	167.9219994498296	173.08903948598174	175.85502317488036	188.39598593602108	191.22126366131565	181.4592183452082	178.73167015664546	176.97768910582968	183.58026411550483	228.29351189843212	186.04876410968794	189.51153058337934	172.88847166046054
K00124	13.233235317304255	21.434504187153024	21.955318893584042	20.645560131460474	14.011213228567703	18.722582453269176	14.410877841142627	14.376170467490086	13.980544751516748	10.289400529408702	16.71248903012299	24.893141558356533	17.84283851601403	17.544563086729454	20.577944919586525
